             t                      X                      Y       
 0.13490000E+02 0.78681597E+03 0.19679308E+03
 0.13500000E+02 0.79159282E+03 0.19793464E+03
 0.13510000E+02 0.79638029E+03 0.19910187E+03
 0.13520000E+02 0.80117780E+03 0.20029517E+03
 0.13530000E+02 0.80598477E+03 0.20151499E+03
 0.13540000E+02 0.81080057E+03 0.20276174E+03
 0.13550000E+02 0.81562459E+03 0.20403588E+03
 0.13560000E+02 0.82045618E+03 0.20533784E+03
 0.13570000E+02 0.82529466E+03 0.20666810E+03
 0.13580000E+02 0.83013935E+03 0.20802712E+03
 0.13590000E+02 0.83498955E+03 0.20941538E+03
 0.13600000E+02 0.83984451E+03 0.21083336E+03
 0.13610000E+02 0.84470349E+03 0.21228157E+03
 0.13620000E+02 0.84956572E+03 0.21376050E+03
 0.13630000E+02 0.85443040E+03 0.21527068E+03
 0.13640000E+02 0.85929670E+03 0.21681262E+03
 0.13650000E+02 0.86416379E+03 0.21838686E+03
 0.13660000E+02 0.86903080E+03 0.21999394E+03
 0.13670000E+02 0.87389685E+03 0.22163443E+03
 0.13680000E+02 0.87876101E+03 0.22330887E+03
 0.13690000E+02 0.88362234E+03 0.22501785E+03
 0.13700000E+02 0.88847989E+03 0.22676194E+03
 0.13710000E+02 0.89333267E+03 0.22854174E+03
 0.13720000E+02 0.89817965E+03 0.23035786E+03
 0.13730000E+02 0.90301980E+03 0.23221090E+03
 0.13740000E+02 0.90785205E+03 0.23410149E+03
 0.13750000E+02 0.91267529E+03 0.23603027E+03
 0.13760000E+02 0.91748841E+03 0.23799786E+03
 0.13770000E+02 0.92229026E+03 0.24000494E+03
 0.13780000E+02 0.92707965E+03 0.24205216E+03
 0.13790000E+02 0.93185538E+03 0.24414019E+03
 0.13800000E+02 0.93661621E+03 0.24626972E+03
 0.13810000E+02 0.94136087E+03 0.24844143E+03
 0.13820000E+02 0.94608807E+03 0.25065604E+03
 0.13830000E+02 0.95079648E+03 0.25291426E+03
 0.13840000E+02 0.95548474E+03 0.25521680E+03
 0.13850000E+02 0.96015147E+03 0.25756440E+03
 0.13860000E+02 0.96479526E+03 0.25995779E+03
 0.13870000E+02 0.96941465E+03 0.26239774E+03
 0.13880000E+02 0.97400817E+03 0.26488498E+03
 0.13890000E+02 0.97857430E+03 0.26742030E+03
 0.13900000E+02 0.98311151E+03 0.27000446E+03
 0.13910000E+02 0.98761822E+03 0.27263825E+03
 0.13920000E+02 0.99209283E+03 0.27532246E+03
 0.13930000E+02 0.99653371E+03 0.27805789E+03
 0.13940000E+02 0.10009392E+04 0.28084533E+03
 0.13950000E+02 0.10053076E+04 0.28368562E+03
 0.13960000E+02 0.10096371E+04 0.28657955E+03
 0.13970000E+02 0.10139261E+04 0.28952795E+03
 0.13980000E+02 0.10181726E+04 0.29253166E+03
 0.13990000E+02 0.10223750E+04 0.29559151E+03
 0.14000000E+02 0.10265313E+04 0.29870833E+03
 0.14010000E+02 0.10306396E+04 0.30188296E+03
 0.14020000E+02 0.10346981E+04 0.30511625E+03
 0.14030000E+02 0.10387048E+04 0.30840905E+03
 0.14040000E+02 0.10426577E+04 0.31176219E+03
 0.14050000E+02 0.10465548E+04 0.31517654E+03
 0.14060000E+02 0.10503942E+04 0.31865292E+03
 0.14070000E+02 0.10541736E+04 0.32219221E+03
 0.14080000E+02 0.10578911E+04 0.32579522E+03
 0.14090000E+02 0.10615445E+04 0.32946281E+03
 0.14100000E+02 0.10651317E+04 0.33319582E+03
 0.14110000E+02 0.10686505E+04 0.33699507E+03
 0.14120000E+02 0.10720987E+04 0.34086139E+03
 0.14130000E+02 0.10754742E+04 0.34479560E+03
 0.14140000E+02 0.10787747E+04 0.34879850E+03
 0.14150000E+02 0.10819980E+04 0.35287089E+03
 0.14160000E+02 0.10851417E+04 0.35701356E+03
 0.14170000E+02 0.10882036E+04 0.36122729E+03
 0.14180000E+02 0.10911815E+04 0.36551282E+03
 0.14190000E+02 0.10940729E+04 0.36987091E+03
 0.14200000E+02 0.10968755E+04 0.37430227E+03
 0.14210000E+02 0.10995871E+04 0.37880761E+03
 0.14220000E+02 0.11022052E+04 0.38338762E+03
 0.14230000E+02 0.11047275E+04 0.38804295E+03
 0.14240000E+02 0.11071517E+04 0.39277424E+03
 0.14250000E+02 0.11094753E+04 0.39758209E+03
 0.14260000E+02 0.11116961E+04 0.40246708E+03
 0.14270000E+02 0.11138116E+04 0.40742977E+03
 0.14280000E+02 0.11158195E+04 0.41247065E+03
 0.14290000E+02 0.11177175E+04 0.41759022E+03
 0.14300000E+02 0.11195032E+04 0.42278891E+03
 0.14310000E+02 0.11211743E+04 0.42806711E+03
 0.14320000E+02 0.11227284E+04 0.43342519E+03
 0.14330000E+02 0.11241633E+04 0.43886345E+03
 0.14340000E+02 0.11254768E+04 0.44438217E+03
 0.14350000E+02 0.11266664E+04 0.44998154E+03
 0.14360000E+02 0.11277302E+04 0.45566175E+03
 0.14370000E+02 0.11286658E+04 0.46142288E+03
 0.14380000E+02 0.11294711E+04 0.46726498E+03
 0.14390000E+02 0.11301440E+04 0.47318805E+03
 0.14400000E+02 0.11306825E+04 0.47919201E+03
 0.14410000E+02 0.11310844E+04 0.48527671E+03
 0.14420000E+02 0.11313480E+04 0.49144195E+03
 0.14430000E+02 0.11314711E+04 0.49768744E+03
 0.14440000E+02 0.11314520E+04 0.50401283E+03
 0.14450000E+02 0.11312889E+04 0.51041768E+03
 0.14460000E+02 0.11309800E+04 0.51690149E+03
 0.14470000E+02 0.11305237E+04 0.52346365E+03
 0.14480000E+02 0.11299185E+04 0.53010350E+03
 0.14490000E+02 0.11291627E+04 0.53682026E+03
 0.14500000E+02 0.11282550E+04 0.54361309E+03
 0.14510000E+02 0.11271940E+04 0.55048104E+03
 0.14520000E+02 0.11259785E+04 0.55742306E+03
 0.14530000E+02 0.11246073E+04 0.56443804E+03
 0.14540000E+02 0.11230795E+04 0.57152472E+03
 0.14550000E+02 0.11213939E+04 0.57868179E+03
 0.14560000E+02 0.11195499E+04 0.58590780E+03
 0.14570000E+02 0.11175466E+04 0.59320122E+03
 0.14580000E+02 0.11153834E+04 0.60056041E+03
 0.14590000E+02 0.11130599E+04 0.60798362E+03
 0.14600000E+02 0.11105756E+04 0.61546899E+03
 0.14610000E+02 0.11079303E+04 0.62301456E+03
 0.14620000E+02 0.11051239E+04 0.63061826E+03
 0.14630000E+02 0.11021564E+04 0.63827790E+03
 0.14640000E+02 0.10990278E+04 0.64599120E+03
 0.14650000E+02 0.10957386E+04 0.65375575E+03
 0.14660000E+02 0.10922889E+04 0.66156904E+03
 0.14670000E+02 0.10886796E+04 0.66942846E+03
 0.14680000E+02 0.10849111E+04 0.67733127E+03
 0.14690000E+02 0.10809843E+04 0.68527464E+03
 0.14700000E+02 0.10769003E+04 0.69325562E+03
 0.14710000E+02 0.10726600E+04 0.70127118E+03
 0.14720000E+02 0.10682649E+04 0.70931816E+03
 0.14730000E+02 0.10637162E+04 0.71739330E+03
 0.14740000E+02 0.10590156E+04 0.72549327E+03
 0.14750000E+02 0.10541648E+04 0.73361462E+03
 0.14760000E+02 0.10491655E+04 0.74175382E+03
 0.14770000E+02 0.10440199E+04 0.74990723E+03
 0.14780000E+02 0.10387300E+04 0.75807114E+03
 0.14790000E+02 0.10332980E+04 0.76624177E+03
 0.14800000E+02 0.10277265E+04 0.77441525E+03
 0.14810000E+02 0.10220179E+04 0.78258763E+03
 0.14820000E+02 0.10161750E+04 0.79075489E+03
 0.14830000E+02 0.10102006E+04 0.79891297E+03
 0.14840000E+02 0.10040975E+04 0.80705774E+03
 0.14850000E+02 0.99786899E+03 0.81518500E+03
 0.14860000E+02 0.99151810E+03 0.82329054E+03
 0.14870000E+02 0.98504817E+03 0.83137006E+03
 0.14880000E+02 0.97846263E+03 0.83941928E+03
 0.14890000E+02 0.97176500E+03 0.84743384E+03
 0.14900000E+02 0.96495889E+03 0.85540941E+03
 0.14910000E+02 0.95804804E+03 0.86334159E+03
 0.14920000E+02 0.95103623E+03 0.87122602E+03
 0.14930000E+02 0.94392737E+03 0.87905831E+03
 0.14940000E+02 0.93672543E+03 0.88683409E+03
 0.14950000E+02 0.92943444E+03 0.89454898E+03
 0.14960000E+02 0.92205851E+03 0.90219865E+03
 0.14970000E+02 0.91460181E+03 0.90977877E+03
 0.14980000E+02 0.90706854E+03 0.91728506E+03
 0.14990000E+02 0.89946299E+03 0.92471328E+03
 0.15000000E+02 0.89178943E+03 0.93205922E+03
 0.15010000E+02 0.88405220E+03 0.93931874E+03
 0.15020000E+02 0.87625565E+03 0.94648777E+03
 0.15030000E+02 0.86840416E+03 0.95356227E+03
 0.15040000E+02 0.86050210E+03 0.96053832E+03
 0.15050000E+02 0.85255385E+03 0.96741204E+03
 0.15060000E+02 0.84456380E+03 0.97417967E+03
 0.15070000E+02 0.83653631E+03 0.98083751E+03
 0.15080000E+02 0.82847573E+03 0.98738199E+03
 0.15090000E+02 0.82038638E+03 0.99380961E+03
 0.15100000E+02 0.81227256E+03 0.10001170E+04
 0.15110000E+02 0.80413854E+03 0.10063009E+04
 0.15120000E+02 0.79598852E+03 0.10123582E+04
 0.15130000E+02 0.78782667E+03 0.10182858E+04
 0.15140000E+02 0.77965711E+03 0.10240808E+04
 0.15150000E+02 0.77148388E+03 0.10297405E+04
 0.15160000E+02 0.76331097E+03 0.10352623E+04
 0.15170000E+02 0.75514231E+03 0.10406436E+04
 0.15180000E+02 0.74698173E+03 0.10458820E+04
 0.15190000E+02 0.73883299E+03 0.10509754E+04
 0.15200000E+02 0.73069979E+03 0.10559216E+04
 0.15210000E+02 0.72258570E+03 0.10607188E+04
 0.15220000E+02 0.71449425E+03 0.10653651E+04
 0.15230000E+02 0.70642882E+03 0.10698589E+04
 0.15240000E+02 0.69839274E+03 0.10741986E+04
 0.15250000E+02 0.69038923E+03 0.10783830E+04
 0.15260000E+02 0.68242139E+03 0.10824107E+04
 0.15270000E+02 0.67449223E+03 0.10862808E+04
 0.15280000E+02 0.66660467E+03 0.10899923E+04
 0.15290000E+02 0.65876148E+03 0.10935445E+04
 0.15300000E+02 0.65096537E+03 0.10969367E+04
 0.15310000E+02 0.64321892E+03 0.11001683E+04
 0.15320000E+02 0.63552459E+03 0.11032392E+04
 0.15330000E+02 0.62788476E+03 0.11061489E+04
 0.15340000E+02 0.62030166E+03 0.11088975E+04
 0.15350000E+02 0.61277745E+03 0.11114851E+04
 0.15360000E+02 0.60531415E+03 0.11139116E+04
 0.15370000E+02 0.59791369E+03 0.11161776E+04
 0.15380000E+02 0.59057790E+03 0.11182834E+04
 0.15390000E+02 0.58330847E+03 0.11202295E+04
 0.15400000E+02 0.57610701E+03 0.11220166E+04
 0.15410000E+02 0.56897502E+03 0.11236455E+04
 0.15420000E+02 0.56191391E+03 0.11251170E+04
 0.15430000E+02 0.55492496E+03 0.11264322E+04
 0.15440000E+02 0.54800938E+03 0.11275922E+04
 0.15450000E+02 0.54116826E+03 0.11285981E+04
 0.15460000E+02 0.53440260E+03 0.11294511E+04
 0.15470000E+02 0.52771333E+03 0.11301528E+04
 0.15480000E+02 0.52110126E+03 0.11307044E+04
 0.15490000E+02 0.51456713E+03 0.11311077E+04
 0.15500000E+02 0.50811157E+03 0.11313641E+04
 0.15510000E+02 0.50173516E+03 0.11314753E+04
 0.15520000E+02 0.49543839E+03 0.11314432E+04
 0.15530000E+02 0.48922164E+03 0.11312695E+04
 0.15540000E+02 0.48308525E+03 0.11309561E+04
 0.15550000E+02 0.47702949E+03 0.11305050E+04
 0.15560000E+02 0.47105453E+03 0.11299180E+04
 0.15570000E+02 0.46516049E+03 0.11291974E+04
 0.15580000E+02 0.45934742E+03 0.11283451E+04
 0.15590000E+02 0.45361533E+03 0.11273633E+04
 0.15600000E+02 0.44796413E+03 0.11262542E+04
 0.15610000E+02 0.44239370E+03 0.11250198E+04
 0.15620000E+02 0.43690386E+03 0.11236626E+04
 0.15630000E+02 0.43149439E+03 0.11221846E+04
 0.15640000E+02 0.42616500E+03 0.11205883E+04
 0.15650000E+02 0.42091535E+03 0.11188759E+04
 0.15660000E+02 0.41574509E+03 0.11170496E+04
 0.15670000E+02 0.41065379E+03 0.11151120E+04
 0.15680000E+02 0.40564101E+03 0.11130652E+04
 0.15690000E+02 0.40070625E+03 0.11109116E+04
 0.15700000E+02 0.39584899E+03 0.11086537E+04
 0.15710000E+02 0.39106866E+03 0.11062937E+04
 0.15720000E+02 0.38636469E+03 0.11038341E+04
 0.15730000E+02 0.38173644E+03 0.11012771E+04
 0.15740000E+02 0.37718329E+03 0.10986252E+04
 0.15750000E+02 0.37270456E+03 0.10958807E+04
 0.15760000E+02 0.36829956E+03 0.10930460E+04
 0.15770000E+02 0.36396758E+03 0.10901233E+04
 0.15780000E+02 0.35970788E+03 0.10871151E+04
 0.15790000E+02 0.35551973E+03 0.10840235E+04
 0.15800000E+02 0.35140235E+03 0.10808510E+04
 0.15810000E+02 0.34735497E+03 0.10775998E+04
 0.15820000E+02 0.34337680E+03 0.10742722E+04
 0.15830000E+02 0.33946703E+03 0.10708703E+04
 0.15840000E+02 0.33562486E+03 0.10673965E+04
 0.15850000E+02 0.33184946E+03 0.10638529E+04
 0.15860000E+02 0.32814001E+03 0.10602417E+04
 0.15870000E+02 0.32449567E+03 0.10565651E+04
 0.15880000E+02 0.32091561E+03 0.10528252E+04
 0.15890000E+02 0.31739898E+03 0.10490240E+04
 0.15900000E+02 0.31394494E+03 0.10451637E+04
 0.15910000E+02 0.31055264E+03 0.10412464E+04
 0.15920000E+02 0.30722124E+03 0.10372740E+04
 0.15930000E+02 0.30394988E+03 0.10332485E+04
 0.15940000E+02 0.30073773E+03 0.10291719E+04
 0.15950000E+02 0.29758392E+03 0.10250461E+04
 0.15960000E+02 0.29448763E+03 0.10208731E+04
 0.15970000E+02 0.29144802E+03 0.10166546E+04
 0.15980000E+02 0.28846424E+03 0.10123927E+04
 0.15990000E+02 0.28553546E+03 0.10080890E+04
 0.16000000E+02 0.28266087E+03 0.10037453E+04
 0.16010000E+02 0.27983963E+03 0.99936340E+03
 0.16020000E+02 0.27707093E+03 0.99494504E+03
 0.16030000E+02 0.27435396E+03 0.99049187E+03
 0.16040000E+02 0.27168793E+03 0.98600556E+03
 0.16050000E+02 0.26907202E+03 0.98148773E+03
 0.16060000E+02 0.26650547E+03 0.97693997E+03
 0.16070000E+02 0.26398748E+03 0.97236384E+03
 0.16080000E+02 0.26151729E+03 0.96776087E+03
 0.16090000E+02 0.25909413E+03 0.96313257E+03
 0.16100000E+02 0.25671724E+03 0.95848039E+03
 0.16110000E+02 0.25438589E+03 0.95380577E+03
 0.16120000E+02 0.25209933E+03 0.94911012E+03
 0.16130000E+02 0.24985683E+03 0.94439482E+03
 0.16140000E+02 0.24765768E+03 0.93966121E+03
 0.16150000E+02 0.24550118E+03 0.93491060E+03
 0.16160000E+02 0.24338661E+03 0.93014429E+03
 0.16170000E+02 0.24131329E+03 0.92536352E+03
 0.16180000E+02 0.23928055E+03 0.92056952E+03
 0.16190000E+02 0.23728771E+03 0.91576350E+03
 0.16200000E+02 0.23533411E+03 0.91094661E+03
 0.16210000E+02 0.23341910E+03 0.90612001E+03
 0.16220000E+02 0.23154205E+03 0.90128481E+03
 0.16230000E+02 0.22970232E+03 0.89644209E+03
 0.16240000E+02 0.22789930E+03 0.89159291E+03
 0.16250000E+02 0.22613237E+03 0.88673831E+03
 0.16260000E+02 0.22440094E+03 0.88187928E+03
 0.16270000E+02 0.22270441E+03 0.87701682E+03
 0.16280000E+02 0.22104222E+03 0.87215188E+03
 0.16290000E+02 0.21941377E+03 0.86728539E+03
 0.16300000E+02 0.21781853E+03 0.86241825E+03
 0.16310000E+02 0.21625594E+03 0.85755134E+03
 0.16320000E+02 0.21472545E+03 0.85268552E+03
 0.16330000E+02 0.21322654E+03 0.84782163E+03
 0.16340000E+02 0.21175869E+03 0.84296048E+03
 0.16350000E+02 0.21032138E+03 0.83810285E+03
 0.16360000E+02 0.20891411E+03 0.83324951E+03
 0.16370000E+02 0.20753639E+03 0.82840121E+03
 0.16380000E+02 0.20618774E+03 0.82355866E+03
 0.16390000E+02 0.20486768E+03 0.81872257E+03
 0.16400000E+02 0.20357575E+03 0.81389363E+03
 0.16410000E+02 0.20231149E+03 0.80907248E+03
 0.16420000E+02 0.20107445E+03 0.80425977E+03
 0.16430000E+02 0.19986419E+03 0.79945613E+03
 0.16440000E+02 0.19868028E+03 0.79466215E+03
 0.16450000E+02 0.19752231E+03 0.78987843E+03
 0.16460000E+02 0.19638985E+03 0.78510552E+03
 0.16470000E+02 0.19528250E+03 0.78034397E+03
 0.16480000E+02 0.19419986E+03 0.77559431E+03
 0.16490000E+02 0.19314155E+03 0.77085706E+03
 0.16500000E+02 0.19210719E+03 0.76613271E+03
 0.16510000E+02 0.19109639E+03 0.76142175E+03
 0.16520000E+02 0.19010880E+03 0.75672463E+03
 0.16530000E+02 0.18914405E+03 0.75204180E+03
 0.16540000E+02 0.18820179E+03 0.74737370E+03
 0.16550000E+02 0.18728169E+03 0.74272075E+03
 0.16560000E+02 0.18638340E+03 0.73808334E+03
 0.16570000E+02 0.18550659E+03 0.73346187E+03
 0.16580000E+02 0.18465094E+03 0.72885671E+03
 0.16590000E+02 0.18381614E+03 0.72426822E+03
 0.16600000E+02 0.18300187E+03 0.71969674E+03
 0.16610000E+02 0.18220784E+03 0.71514262E+03
 0.16620000E+02 0.18143375E+03 0.71060618E+03
 0.16630000E+02 0.18067931E+03 0.70608772E+03
 0.16640000E+02 0.17994423E+03 0.70158754E+03
 0.16650000E+02 0.17922823E+03 0.69710593E+03
 0.16660000E+02 0.17853106E+03 0.69264315E+03
 0.16670000E+02 0.17785243E+03 0.68819948E+03
 0.16680000E+02 0.17719210E+03 0.68377516E+03
 0.16690000E+02 0.17654981E+03 0.67937044E+03
 0.16700000E+02 0.17592531E+03 0.67498554E+03
 0.16710000E+02 0.17531836E+03 0.67062068E+03
 0.16720000E+02 0.17472871E+03 0.66627608E+03
 0.16730000E+02 0.17415615E+03 0.66195193E+03
 0.16740000E+02 0.17360044E+03 0.65764842E+03
 0.16750000E+02 0.17306136E+03 0.65336574E+03
 0.16760000E+02 0.17253870E+03 0.64910406E+03
 0.16770000E+02 0.17203225E+03 0.64486353E+03
 0.16780000E+02 0.17154179E+03 0.64064433E+03
 0.16790000E+02 0.17106712E+03 0.63644659E+03
 0.16800000E+02 0.17060806E+03 0.63227045E+03
 0.16810000E+02 0.17016440E+03 0.62811604E+03
 0.16820000E+02 0.16973597E+03 0.62398348E+03
 0.16830000E+02 0.16932257E+03 0.61987290E+03
 0.16840000E+02 0.16892402E+03 0.61578440E+03
 0.16850000E+02 0.16854016E+03 0.61171808E+03
 0.16860000E+02 0.16817081E+03 0.60767403E+03
 0.16870000E+02 0.16781580E+03 0.60365235E+03
 0.16880000E+02 0.16747497E+03 0.59965311E+03
 0.16890000E+02 0.16714817E+03 0.59567638E+03
 0.16900000E+02 0.16683524E+03 0.59172225E+03
 0.16910000E+02 0.16653602E+03 0.58779076E+03
 0.16920000E+02 0.16625037E+03 0.58388199E+03
 0.16930000E+02 0.16597816E+03 0.57999596E+03
 0.16940000E+02 0.16571922E+03 0.57613275E+03
 0.16950000E+02 0.16547344E+03 0.57229237E+03
 0.16960000E+02 0.16524068E+03 0.56847488E+03
 0.16970000E+02 0.16502081E+03 0.56468029E+03
 0.16980000E+02 0.16481370E+03 0.56090864E+03
 0.16990000E+02 0.16461923E+03 0.55715994E+03
 0.17000000E+02 0.16443727E+03 0.55343421E+03
 0.17010000E+02 0.16426772E+03 0.54973147E+03
 0.17020000E+02 0.16411046E+03 0.54605171E+03
 0.17030000E+02 0.16396538E+03 0.54239495E+03
 0.17040000E+02 0.16383238E+03 0.53876117E+03
 0.17050000E+02 0.16371134E+03 0.53515038E+03
 0.17060000E+02 0.16360216E+03 0.53156257E+03
 0.17070000E+02 0.16350476E+03 0.52799772E+03
 0.17080000E+02 0.16341902E+03 0.52445581E+03
 0.17090000E+02 0.16334486E+03 0.52093684E+03
 0.17100000E+02 0.16328219E+03 0.51744076E+03
 0.17110000E+02 0.16323092E+03 0.51396757E+03
 0.17120000E+02 0.16319097E+03 0.51051722E+03
 0.17130000E+02 0.16316224E+03 0.50708968E+03
 0.17140000E+02 0.16314467E+03 0.50368493E+03
 0.17150000E+02 0.16313817E+03 0.50030291E+03
 0.17160000E+02 0.16314267E+03 0.49694359E+03
 0.17170000E+02 0.16315809E+03 0.49360693E+03
 0.17180000E+02 0.16318437E+03 0.49029288E+03
 0.17190000E+02 0.16322143E+03 0.48700138E+03
 0.17200000E+02 0.16326921E+03 0.48373240E+03
 0.17210000E+02 0.16332765E+03 0.48048586E+03
 0.17220000E+02 0.16339668E+03 0.47726172E+03
 0.17230000E+02 0.16347625E+03 0.47405993E+03
 0.17240000E+02 0.16356629E+03 0.47088041E+03
 0.17250000E+02 0.16366675E+03 0.46772310E+03
 0.17260000E+02 0.16377758E+03 0.46458795E+03
 0.17270000E+02 0.16389872E+03 0.46147489E+03
 0.17280000E+02 0.16403013E+03 0.45838384E+03
 0.17290000E+02 0.16417176E+03 0.45531474E+03
 0.17300000E+02 0.16432356E+03 0.45226751E+03
 0.17310000E+02 0.16448548E+03 0.44924209E+03
 0.17320000E+02 0.16465750E+03 0.44623840E+03
 0.17330000E+02 0.16483956E+03 0.44325636E+03
 0.17340000E+02 0.16503163E+03 0.44029589E+03
 0.17350000E+02 0.16523367E+03 0.43735692E+03
 0.17360000E+02 0.16544565E+03 0.43443937E+03
 0.17370000E+02 0.16566753E+03 0.43154315E+03
 0.17380000E+02 0.16589928E+03 0.42866819E+03
 0.17390000E+02 0.16614088E+03 0.42581439E+03
 0.17400000E+02 0.16639228E+03 0.42298168E+03
 0.17410000E+02 0.16665348E+03 0.42016996E+03
 0.17420000E+02 0.16692443E+03 0.41737916E+03
 0.17430000E+02 0.16720513E+03 0.41460918E+03
 0.17440000E+02 0.16749554E+03 0.41185994E+03
 0.17450000E+02 0.16779564E+03 0.40913134E+03
 0.17460000E+02 0.16810543E+03 0.40642330E+03
 0.17470000E+02 0.16842487E+03 0.40373572E+03
 0.17480000E+02 0.16875395E+03 0.40106852E+03
 0.17490000E+02 0.16909267E+03 0.39842160E+03
 0.17500000E+02 0.16944100E+03 0.39579486E+03
 0.17510000E+02 0.16979893E+03 0.39318822E+03
 0.17520000E+02 0.17016645E+03 0.39060158E+03
 0.17530000E+02 0.17054356E+03 0.38803485E+03
 0.17540000E+02 0.17093025E+03 0.38548793E+03
 0.17550000E+02 0.17132650E+03 0.38296072E+03
 0.17560000E+02 0.17173232E+03 0.38045314E+03
 0.17570000E+02 0.17214771E+03 0.37796507E+03
 0.17580000E+02 0.17257264E+03 0.37549643E+03
 0.17590000E+02 0.17300714E+03 0.37304713E+03
 0.17600000E+02 0.17345120E+03 0.37061705E+03
 0.17610000E+02 0.17390481E+03 0.36820611E+03
 0.17620000E+02 0.17436798E+03 0.36581421E+03
 0.17630000E+02 0.17484072E+03 0.36344125E+03
 0.17640000E+02 0.17532302E+03 0.36108713E+03
 0.17650000E+02 0.17581490E+03 0.35875175E+03
 0.17660000E+02 0.17631637E+03 0.35643501E+03
 0.17670000E+02 0.17682742E+03 0.35413683E+03
 0.17680000E+02 0.17734807E+03 0.35185709E+03
 0.17690000E+02 0.17787834E+03 0.34959570E+03
 0.17700000E+02 0.17841823E+03 0.34735256E+03
 0.17710000E+02 0.17896775E+03 0.34512758E+03
 0.17720000E+02 0.17952692E+03 0.34292065E+03
 0.17730000E+02 0.18009575E+03 0.34073167E+03
 0.17740000E+02 0.18067426E+03 0.33856055E+03
 0.17750000E+02 0.18126248E+03 0.33640719E+03
 0.17760000E+02 0.18186040E+03 0.33427150E+03
 0.17770000E+02 0.18246806E+03 0.33215336E+03
 0.17780000E+02 0.18308547E+03 0.33005269E+03
 0.17790000E+02 0.18371266E+03 0.32796939E+03
 0.17800000E+02 0.18434965E+03 0.32590336E+03
 0.17810000E+02 0.18499646E+03 0.32385450E+03
 0.17820000E+02 0.18565311E+03 0.32182271E+03
 0.17830000E+02 0.18631963E+03 0.31980791E+03
 0.17840000E+02 0.18699605E+03 0.31780998E+03
 0.17850000E+02 0.18768239E+03 0.31582884E+03
 0.17860000E+02 0.18837869E+03 0.31386439E+03
 0.17870000E+02 0.18908496E+03 0.31191654E+03
 0.17880000E+02 0.18980125E+03 0.30998518E+03
 0.17890000E+02 0.19052757E+03 0.30807022E+03
 0.17900000E+02 0.19126398E+03 0.30617158E+03
 0.17910000E+02 0.19201048E+03 0.30428915E+03
 0.17920000E+02 0.19276713E+03 0.30242283E+03
 0.17930000E+02 0.19353395E+03 0.30057254E+03
 0.17940000E+02 0.19431098E+03 0.29873819E+03
 0.17950000E+02 0.19509826E+03 0.29691967E+03
 0.17960000E+02 0.19589582E+03 0.29511691E+03
 0.17970000E+02 0.19670370E+03 0.29332979E+03
 0.17980000E+02 0.19752194E+03 0.29155824E+03
 0.17990000E+02 0.19835059E+03 0.28980216E+03
 0.18000000E+02 0.19918967E+03 0.28806147E+03
 0.18010000E+02 0.20003924E+03 0.28633606E+03
 0.18020000E+02 0.20089933E+03 0.28462585E+03
 0.18030000E+02 0.20176999E+03 0.28293076E+03
 0.18040000E+02 0.20265127E+03 0.28125069E+03
 0.18050000E+02 0.20354320E+03 0.27958555E+03
 0.18060000E+02 0.20444584E+03 0.27793525E+03
 0.18070000E+02 0.20535923E+03 0.27629972E+03
 0.18080000E+02 0.20628341E+03 0.27467886E+03
 0.18090000E+02 0.20721844E+03 0.27307258E+03
 0.18100000E+02 0.20816437E+03 0.27148081E+03
 0.18110000E+02 0.20912124E+03 0.26990344E+03
 0.18120000E+02 0.21008911E+03 0.26834041E+03
 0.18130000E+02 0.21106802E+03 0.26679162E+03
 0.18140000E+02 0.21205804E+03 0.26525700E+03
 0.18150000E+02 0.21305921E+03 0.26373645E+03
 0.18160000E+02 0.21407158E+03 0.26222990E+03
 0.18170000E+02 0.21509522E+03 0.26073726E+03
 0.18180000E+02 0.21613017E+03 0.25925846E+03
 0.18190000E+02 0.21717650E+03 0.25779341E+03
 0.18200000E+02 0.21823425E+03 0.25634203E+03
 0.18210000E+02 0.21930350E+03 0.25490425E+03
 0.18220000E+02 0.22038429E+03 0.25347998E+03
 0.18230000E+02 0.22147668E+03 0.25206914E+03
 0.18240000E+02 0.22258075E+03 0.25067167E+03
 0.18250000E+02 0.22369653E+03 0.24928747E+03
 0.18260000E+02 0.22482411E+03 0.24791648E+03
 0.18270000E+02 0.22596353E+03 0.24655862E+03
 0.18280000E+02 0.22711487E+03 0.24521381E+03
 0.18290000E+02 0.22827818E+03 0.24388199E+03
 0.18300000E+02 0.22945354E+03 0.24256307E+03
 0.18310000E+02 0.23064100E+03 0.24125698E+03
 0.18320000E+02 0.23184063E+03 0.23996365E+03
 0.18330000E+02 0.23305250E+03 0.23868302E+03
 0.18340000E+02 0.23427667E+03 0.23741500E+03
 0.18350000E+02 0.23551322E+03 0.23615953E+03
 0.18360000E+02 0.23676221E+03 0.23491653E+03
 0.18370000E+02 0.23802372E+03 0.23368595E+03
 0.18380000E+02 0.23929780E+03 0.23246770E+03
 0.18390000E+02 0.24058453E+03 0.23126173E+03
 0.18400000E+02 0.24188399E+03 0.23006796E+03
 0.18410000E+02 0.24319625E+03 0.22888634E+03
 0.18420000E+02 0.24452137E+03 0.22771679E+03
 0.18430000E+02 0.24585944E+03 0.22655925E+03
 0.18440000E+02 0.24721052E+03 0.22541365E+03
 0.18450000E+02 0.24857469E+03 0.22427994E+03
 0.18460000E+02 0.24995202E+03 0.22315804E+03
 0.18470000E+02 0.25134260E+03 0.22204791E+03
